Is_Sale,Source,Reference,Town,Type,Latitude,Longitude,Rooms,Bedrooms,Bathrooms,TotalSqm,IntArea,ExtArea,Price
True,Dhalia,P000238353,Pieta,Maisonette,,,,3,,,,,275000
True,Dhalia,P000238348,Mellieha,Flats,,,,3,,,,,425000
True,Dhalia,P000238342,Marsascala,Garage,,,,,,,,,212000
True,Dhalia,P000238337,St Julians,House of Character,,,,3,,,,,745000
True,Dhalia,P000238336,Luqa,Commercial,,,,,,,,,195000
True,Dhalia,P000238335,Birkirkara,1st Floor Maisonette,,,,3,,,,,350000
True,Dhalia,P000238334,Zurrieq,Flats,,,,2,,,,,215000
True,Dhalia,P000238333,Pieta,Penthouse,,,,1,,,,,275000
True,Dhalia,P000238331,Zurrieq,Flats,,,,2,,,,,215000
True,Dhalia,P000238330,St Julians,Flats,,,,3,,,,,850000
True,Dhalia,P000238325,Sliema,Flats,,,,2,,,,,320000
True,Dhalia,P000238323,Birkirkara,1st Floor Maisonette,,,,3,,,,,225000
True,Dhalia,P000238322,Msida,Flats,,,,2,,,,,159000
True,Dhalia,P000238321,Msida,Flats,,,,2,,,,,172000
True,Dhalia,P000238319,Msida,Flats,,,,2,,,,,157000
True,Dhalia,P000238317,Fgura,Gr Floor Maisonette,,,,2,,,,,245000
True,Dhalia,P000238316,Msida,Penthouse,,,,2,,,,,299000
True,Dhalia,P000238315,Birkirkara,Flats,,,,2,,,,,297000
True,Dhalia,P000238313,St Paul's Bay,Flats,,,,2,,,,,460000
True,Dhalia,P000238310,Bahar ic-Caghaq,Terraced House,,,,4,,,,,1200000
True,Dhalia,P000238308,Mosta,Duplex Penthouse,,,,3,,,,,750000
True,Dhalia,P000238307,Mosta,Flats,,,,3,,,,,387000
True,Dhalia,P000238306,Rabat,House of Character,,,,3,,,,,459000
True,Dhalia,P000238305,Mosta,Flats,,,,3,,,,,365000
True,Dhalia,P000238303,Mosta,Flats,,,,3,,,,,365000
True,Dhalia,P000238302,Mosta,Maisonette,,,,3,,,,,270000
True,Dhalia,P000238300,Birkirkara,1st Floor Maisonette,,,,2,,,,,260000
True,Dhalia,P000238299,Gozo Kercem,Terraced House,,,,6,,,,,850000
True,Dhalia,P000238298,Fgura,2nd Floor maisonette,,,,3,,,,,344000
True,Dhalia,P000238296,Marsascala,Flats,,,,3,,,,,240000
True,Dhalia,P000238295,Ta'Xbiex,Flats,,,,2,,,,,245000
True,Dhalia,P000238294,Ta'Xbiex,Flats,,,,1,,,,,198000
True,Dhalia,P000238293,Ta'Xbiex,Flats,,,,1,,,,,198000
True,Dhalia,P000238292,Ta'L-ibrag,Flats,,,,3,,,,,440000
True,Dhalia,P000238278,Gozo Kercem,Penthouse,,,,3,,,,,265000
True,Dhalia,P000238269,Msida,Penthouse,,,,1,,,,,185000
True,Dhalia,P000238268,Msida,Flats,,,,2,,,,,220000
True,Dhalia,P000238267,Gozo Il-Qala,Plot,,,,5,,,,,300000
True,Dhalia,P000238266,Santa Venera,Flats,,,,2,,,,,160000
True,Dhalia,P000238265,Ta'L-ibrag,Maisonette,,,,3,,,,,370000
True,Dhalia,P000238264,Gozo Marsalforn,Flats,,,,3,,,,,220000
True,Dhalia,P000238263,Pieta,Flats,,,,3,,,,,220000
True,Dhalia,P000238261,Santa Venera,1st Floor Maisonette,,,,3,,,,,312000
True,Dhalia,P000238260,Gozo Sannat,Flats,,,,3,,,,,320000
True,Dhalia,P000238259,Marsaxlokk,Plot,,,,,,,,,959000
True,Dhalia,P000238258,Birkirkara,Maisonette,,,,3,,,,,415000
True,Dhalia,P000238257,St Paul's Bay,Garage,,,,,,,,,200000
True,Dhalia,P000238256,Ta'Xbiex,Flats,,,,2,,,,,250000
True,Dhalia,P000238251,Swieqi,Penthouse,,,,1,,,,,499000
True,Dhalia,P000238248,Attard,Flats,,,,2,,,,,350000
True,Dhalia,P000238247,Attard,Flats,,,,3,,,,,295000
True,Dhalia,P000238246,Attard,Flats,,,,3,,,,,290000
True,Dhalia,P000238243,St Julians,Flats,,,,2,,,,,310000
True,Dhalia,P000238241,St Julians,Flats,,,,2,,,,,310000
True,Dhalia,P000238239,Bugibba,Flats,,,,1,,,,,175000
True,Dhalia,P000238238,Fgura,Flats,,,,2,,,,,205000
True,Dhalia,P000238237,Sliema,Garage,,,,,,,,,38000
True,Dhalia,P000238236,Santa Venera,Flats,,,,2,,,,,245000
True,Dhalia,P000238234,Gzira,Flats,,,,3,,,,,305000
True,Dhalia,P000238233,Valletta,Townhouse,,,,4,,,,,1500000
True,Dhalia,P000238231,Balzan,Flats,,,,3,,,,,335000
True,Dhalia,P000238229,Mqabba,Farmhouse,,,,5,,,,,1100000
True,Dhalia,P000238228,Santa Venera,Flats,,,,2,,,,,244000
True,Dhalia,P000238227,Gozo Ghajnsielem,Flats,,,,2,,,,,160000
True,Dhalia,P000238226,Qormi,Gr Floor Maisonette,,,,3,,,,,295000
True,Dhalia,P000238224,Gudja,Flats,,,,2,,,,,234000
True,Dhalia,P000238222,Mosta,Flats,,,,3,,,,,270000
True,Dhalia,P000238219,Qormi,Flats,,,,4,,,,,275000
True,Dhalia,P000238217,Qormi,Flats,,,,4,,,,,265000
True,Dhalia,P000238216,Qormi,Flats,,,,4,,,,,255000
True,Dhalia,P000238215,Ta'L-ibrag,Semi-Detached Villa,,,,4,,,,,1890000
True,Dhalia,P000238214,Birkirkara,Duplex Penthouse,,,,3,,,,,255000
True,Dhalia,P000238213,Floriana,Block of Flats,,,,6,,,,,750000
True,Dhalia,P000238212,Sliema,1st Flr Mais (2flrs),,,,2,,,,,585000
True,Dhalia,P000238211,Burmarrad,Garage,,,,,,,,,48000
True,Dhalia,P000238210,Qrendi,Penthouse,,,,2,,,,,360000
True,Dhalia,P000238209,Qrendi,Flats,,,,3,,,,,300000
True,Dhalia,P000238206,Ghaxaq,Flats,,,,1,,,,,175000
True,Dhalia,P000238204,Xemxija,Flats,,,,2,,,,,225000
True,Dhalia,P000238203,Zabbar,2nd Floor maisonette,,,,3,,,,,249000
True,Dhalia,P000238200,Burmarrad,Penthouse,,,,3,,,,,950000
True,Dhalia,P000238199,Burmarrad,Flats,,,,3,,,,,660000
True,Dhalia,P000238198,Burmarrad,Flats,,,,3,,,,,530000
True,Dhalia,P000238197,Burmarrad,Flats,,,,3,,,,,392000
True,Dhalia,P000238196,Burmarrad,Flats,,,,3,,,,,403000
True,Dhalia,P000238195,Burmarrad,Flats,,,,3,,,,,382000
True,Dhalia,P000238194,Burmarrad,Flats,,,,3,,,,,382000
True,Dhalia,P000238193,Burmarrad,Flats,,,,3,,,,,371000
True,Dhalia,P000238192,Qrendi,Duplex Apartment,,,,3,,,,,370000
True,Dhalia,P000238191,Burmarrad,Flats,,,,3,,,,,382000
True,Dhalia,P000238190,Msida,Penthouse,,,,1,,,,,205000
True,Dhalia,P000238189,Burmarrad,Maisonette,,,,3,,,,,371000
True,Dhalia,P000238188,Burmarrad,Maisonette,,,,3,,,,,360000
True,Dhalia,P000238187,Naxxar,Gr Floor Maisonette,,,,3,,,,,290000
True,Dhalia,P000238182,Fgura,Flats,,,,3,,,,,370000
True,Dhalia,P000238177,St Julians,Townhouse,,,,3,,,,,1150000
True,Dhalia,P000238176,St Paul's Bay,Flats,,,,2,,,,,235000
True,Dhalia,P000238175,Gozo In-Nadur,Duplex Maisonette,,,,1,,,,,405000
True,Dhalia,P000238174,Tarxien,Penthouse,,,,1,,,,,222000
True,Dhalia,P000238171,Tarxien,Flats,,,,2,,,,,185000
True,Dhalia,P000238170,Attard,Flats,,,,3,,,,,275000
True,Dhalia,P000238169,Gzira,Flats,,,,3,,,,,350000
True,Dhalia,P000238168,Fgura,Penthouse,,,,2,,,,,210000
True,Dhalia,P000238167,Fgura,Penthouse,,,,3,,,,,255000
True,Dhalia,P000238161,Fgura,Flats,,,,3,,,,,200000
True,Dhalia,P000238160,Fgura,Gr Floor Maisonette,,,,3,,,,,213000
True,Dhalia,P000238157,St Paul's Bay,Maisonette,,,,2,,,,,355000
True,Dhalia,P000238156,St Paul's Bay,Maisonette,,,,2,,,,,345000
True,Dhalia,P000238155,St Paul's Bay,Maisonette,,,,2,,,,,335000
True,Dhalia,P000238154,St Paul's Bay,Maisonette,,,,2,,,,,325000
True,Dhalia,P000238153,Ghaxaq,Townhouse,,,,3,,,,,1050000
True,Dhalia,P000238152,St Paul's Bay,Maisonette,,,,2,,,,,325000
True,Dhalia,P000238150,Ghaxaq,Townhouse,,,,2,,,,,550000
True,Dhalia,P000238149,St Paul's Bay,Maisonette,,,,1,,,,,255000
True,Dhalia,P000238147,Gozo Sannat,Gr Floor Maisonette,,,,3,,,,,318000
True,Dhalia,P000238145,Senglea,House of Character,,,,3,,,,,520000
True,Dhalia,P000238144,Qrendi,Flats,,,,3,,,,,282000
True,Dhalia,P000238143,Fgura,Flats,,,,3,,,,,265000
True,Dhalia,P000238142,Siggiewi,Penthouse,,,,3,,,,,520000
True,Dhalia,P000238141,Siggiewi,Flats,,,,3,,,,,280000
True,Dhalia,P000238139,Naxxar,Maisonette,,,,2,,,,,339000
True,Dhalia,P000238138,Gozo Xaghra,Terraced House,,,,3,,,,,400000
True,Dhalia,P000238137,Gozo Xaghra,Terraced House,,,,3,,,,,400000
True,Dhalia,P000238135,Attard,Semi-Detached Villa,,,,4,,,,,1800000
True,Dhalia,P000238131,Attard,1st Floor Maisonette,,,,4,,,,,460000
True,Dhalia,P000238130,Sliema,Duplex Penthouse,,,,2,,,,,360000
True,Dhalia,P000238128,Birkirkara,Penthouse,,,,2,,,,,300000
True,Dhalia,P000238127,Birkirkara,Penthouse,,,,1,,,,,225000
True,Dhalia,P000238118,Birkirkara,Flats,,,,2,,,,,200000
True,Dhalia,P000238114,Birkirkara,Maisonette,,,,2,,,,,220000
True,Dhalia,P000238112,Birkirkara,Maisonette,,,,3,,,,,315000
True,Dhalia,P000238111,Attard,Semi-Detached Villa,,,,4,,,,,850000
True,Dhalia,P000238109,Birkirkara,Gr Floor Maisonette,,,,1,,,,,185000
True,Dhalia,P000238108,Zejtun,Townhouse,,,,5,,,,,1059000
True,Dhalia,P000238107,Dingli,Flats,,,,3,,,,,371000
True,Dhalia,P000238103,Zabbar,Flats,,,,1,,,,,164000
True,Dhalia,P000238101,Floriana,Maisonette,,,,2,,,,,325000
True,Dhalia,P000238100,Marsaxlokk,Penthouse,,,,3,,,,,546000
True,Dhalia,P000238099,Marsaxlokk,Penthouse,,,,3,,,,,456000
True,Dhalia,P000238098,Marsaxlokk,Penthouse,,,,3,,,,,416000
True,Dhalia,P000238097,Marsaxlokk,Penthouse,,,,3,,,,,446000
True,Dhalia,P000238096,Marsaxlokk,Penthouse,,,,2,,,,,326000
True,Dhalia,P000238095,Marsaxlokk,Penthouse,,,,3,,,,,436000
True,Dhalia,P000238093,Marsaxlokk,Flats,,,,3,,,,,271000
True,Dhalia,P000238092,Gozo Xaghra,Penthouse,,,,3,,,,,250000
True,Dhalia,P000238091,Marsaxlokk,Flats,,,,3,,,,,311000
True,Dhalia,P000238089,Marsaxlokk,Flats,,,,3,,,,,291000
True,Dhalia,P000238088,Marsaxlokk,Flats,,,,3,,,,,256000
True,Dhalia,P000238087,Gozo Xaghra,Flats,,,,3,,,,,200000
True,Dhalia,P000238082,Marsaxlokk,Flats,,,,3,,,,,256000
True,Dhalia,P000238081,Marsaxlokk,Flats,,,,3,,,,,256000
True,Dhalia,P000238080,Marsaxlokk,Flats,,,,3,,,,,296000
True,Dhalia,P000238079,Marsaxlokk,Flats,,,,3,,,,,256000
True,Dhalia,P000238078,Marsaxlokk,Flats,,,,3,,,,,296000
True,Dhalia,P000238077,Fgura,Gr Floor Maisonette,,,,1,,,,,159000
True,Dhalia,P000238075,Marsaxlokk,Flats,,,,3,,,,,276000
True,Dhalia,P000238074,Marsaxlokk,Flats,,,,3,,,,,276000
True,Dhalia,P000238073,Marsaxlokk,Flats,,,,3,,,,,246000
True,Dhalia,P000238072,Rabat,1st Floor Maisonette,,,,2,,,,,350000
True,Dhalia,P000238071,Marsaxlokk,Flats,,,,3,,,,,246000
True,Dhalia,P000238070,Marsaxlokk,Maisonette,,,,3,,,,,286000
True,Dhalia,P000238069,Marsaxlokk,Maisonette,,,,2,,,,,241000
True,Dhalia,P000238068,Marsaxlokk,Maisonette,,,,3,,,,,296000
True,Dhalia,P000238067,Marsaxlokk,Maisonette,,,,3,,,,,346000
True,Dhalia,P000238066,Marsaxlokk,Maisonette,,,,3,,,,,326000
True,Dhalia,P000238065,Marsaxlokk,Maisonette,,,,3,,,,,336000
True,Dhalia,P000238064,Marsaxlokk,Maisonette,,,,1,,,,,186000
True,Dhalia,P000238063,Marsaxlokk,Maisonette,,,,3,,,,,306000
True,Dhalia,P000238062,Fgura,Gr Floor Maisonette,,,,3,,,,,243500
True,Dhalia,P000238061,Santa Venera,Duplex Penthouse,,,,3,,,,,575000
True,Dhalia,P000238060,Hamrun,Penthouse,,,,3,,,,,405000
True,Dhalia,P000238059,Hamrun,Flats,,,,2,,,,,196000
True,Dhalia,P000238058,Gozo Xaghra,Penthouse,,,,3,,,,,355000
True,Dhalia,P000238057,Birzebbuga,Townhouse,,,,4,,,,,320000
True,Dhalia,P000238055,Sliema,Flats,,,,3,,,,,380000
True,Dhalia,P000238051,Gozo Xaghra,Maisonette,,,,2,,,,,230000
True,Dhalia,P000238050,Senglea,1st Floor Maisonette,,,,1,,,,,143000
True,Dhalia,P000238049,Qawra,Flats,,,,3,,,,,360000
True,Dhalia,P000238047,Marsaxlokk,Flats,,,,3,,,,,480000
True,Dhalia,P000238046,Gozo Fontana,Terraced House,,,,3,,,,,315000
True,Dhalia,P000238045,Gozo Fontana,Terraced House,,,,3,,,,,315000
True,Dhalia,P000238044,Fgura,Penthouse,,,,3,,,,,340000
True,Dhalia,P000238042,Balzan,Penthouse,,,,2,,,,,395000
True,Dhalia,P000238040,Balzan,Flats,,,,3,,,,,365000
True,Dhalia,P000238038,Balzan,Flats,,,,3,,,,,360000
True,Dhalia,P000238036,Balzan,Flats,,,,3,,,,,350000
True,Dhalia,P000238034,Balzan,Maisonette,,,,3,,,,,360000
True,Dhalia,P000238031,Mosta,Penthouse,,,,2,,,,,340000
True,Dhalia,P000238025,Zejtun,Penthouse,,,,2,,,,,320000
True,Dhalia,P000238022,Zejtun,Flats,,,,3,,,,,250000
True,Dhalia,P000238020,Zejtun,Flats,,,,3,,,,,245000
True,Dhalia,P000238018,Zejtun,Flats,,,,3,,,,,300000
True,Dhalia,P000238017,Zejtun,Maisonette,,,,3,,,,,395000
True,Dhalia,P000238013,Mosta,Flats,,,,3,,,,,520000
True,Dhalia,P000238012,Mosta,Flats,,,,2,,,,,255000
True,Dhalia,P000238010,Mosta,Flats,,,,2,,,,,250000
True,Dhalia,P000238006,Gozo Iz-Zebbug,Flats,,,,2,,,,,550000
True,Dhalia,P000238004,Mosta,Flats,,,,2,,,,,225000
True,Dhalia,P000238003,Mosta,Flats,,,,2,,,,,260000
True,Dhalia,P000238002,St Julians,Flats,,,,3,,,,,600000
True,Dhalia,P000238001,St Julians,Flats,,,,2,,,,,315000
True,Dhalia,P000237998,St Julians,Flats,,,,2,,,,,300000
True,Dhalia,P000237996,St Julians,Flats,,,,2,,,,,290000
True,Dhalia,P000237994,St Julians,Flats,,,,2,,,,,285000
True,Dhalia,P000237992,St Julians,Flats,,,,2,,,,,280000
True,Dhalia,P000237990,St Julians,Flats,,,,1,,,,,250000
True,Dhalia,P000237988,Paola,Garage,,,,,,,,,225000
True,Dhalia,P000237987,St Julians,Flats,,,,3,,,,,425000
True,Dhalia,P000237983,San Gwann,Flats,,,,2,,,,,245000
True,Dhalia,P000237981,St Paul's Bay,Flats,,,,2,,,,,225000
True,Dhalia,P000237978,Attard,House of Character,,,,4,,,,,1600000
True,Dhalia,P000237977,St Julians,Gr Floor Maisonette,,,,3,,,,,382580
True,Dhalia,P000237975,St Julians,Flats,,,,4,,,,,420000
True,Dhalia,P000237972,St Julians,Flats,,,,2,,,,,425000
True,Dhalia,P000237969,Marsascala,Garage,,,,,,,,,43000
True,Dhalia,P000237968,Gozo Il-Qala,House of Character,,,,3,,,,,220000
True,Dhalia,P000237966,Floriana,Flats,,,,2,,,,,595000
True,Dhalia,P000237962,Tarxien,House of Character,,,,2,,,,,215000
True,Dhalia,P000237958,Sliema,Garage,,,,,,,,,75000
True,Dhalia,P000237957,Mellieha,Penthouse,,,,3,,,,,350000
True,Dhalia,P000237953,Msida,Penthouse,,,,1,,,,,255000
True,Dhalia,P000237952,Senglea,Townhouse,,,,3,,,,,395000
True,Dhalia,P000237945,Attard,Flats,,,,2,,,,,240000
True,Dhalia,P000237938,Xemxija,Flats,,,,3,,,,,235000
True,Dhalia,P000237929,Valletta,Palazzo,,,,4,,,,,2400000
True,Dhalia,P000237928,Gzira,Flats,,,,2,,,,,223000
True,Dhalia,P000237927,Gzira,Flats,,,,2,,,,,225000
True,Dhalia,P000237926,Gzira,Flats,,,,2,,,,,224000
True,Dhalia,P000237920,Mellieha,Detached Bungalow,,,,3,,,,,1700000
True,Dhalia,P000237918,Birkirkara,Townhouse,,,,3,,,,,425000
True,Dhalia,P000237916,Birkirkara,Townhouse,,,,2,,,,,355000
True,Dhalia,P000237915,Birkirkara,Townhouse,,,,3,,,,,340000
True,Dhalia,P000237914,Marsascala,Flats,,,,3,,,,,285000
True,Dhalia,P000237912,Gozo Sannat,Flats,,,,3,,,,,170000
True,Dhalia,P000237910,Sliema,Penthouse,,,,3,,,,,825000
True,Dhalia,P000237908,Gozo Sannat,Penthouse,,,,2,,,,,320000
True,Dhalia,P000237905,Gozo Sannat,Maisonette,,,,2,,,,,240000
True,Dhalia,P000237903,Balzan,Flats,,,,3,,,,,434000
True,Dhalia,P000237901,Gozo Ix-Xewkija,Terraced House,,,,2,,,,,325000
True,Dhalia,P000237900,Gozo Ix-Xewkija,Terraced House,,,,3,,,,,325000
True,Dhalia,P000237899,Gozo Ix-Xewkija,Penthouse,,,,2,,,,,180000
True,Dhalia,P000237897,Gozo Ix-Xewkija,Penthouse,,,,3,,,,,170000
True,Dhalia,P000237896,Balzan,Townhouse,,,,3,,,,,2200000
True,Dhalia,P000237894,Gozo L-Gharb,Penthouse,,,,2,,,,,398000
True,Dhalia,P000237893,Gozo L-Gharb,Flats,,,,3,,,,,338000
True,Dhalia,P000237892,Gozo L-Gharb,Maisonette,,,,2,,,,,308000
True,Dhalia,P000237891,Gozo Ir-Rabat,Terraced House,,,,3,,,,,350000
True,Dhalia,P000237887,St Paul's Bay,Penthouse,,,,2,,,,,276000
True,Dhalia,P000237884,Hamrun,Shop,,,,,,,,,210000
True,Dhalia,P000237882,Gozo Ir-Rabat,Terraced House,,,,3,,,,,420000
True,Dhalia,P000237881,St Paul's Bay,Penthouse,,,,2,,,,,320000
True,Dhalia,P000237880,St Paul's Bay,Penthouse,,,,2,,,,,320000
True,Dhalia,P000237879,Hamrun,Maisonette,,,,3,,,,,271000
True,Dhalia,P000237870,Zurrieq,Farmhouse,,,,4,,,,,2120000
True,Dhalia,P000237869,Gharghur,Gr Floor Maisonette,,,,3,,,,,340000
True,Dhalia,P000237867,Gharghur,Flats,,,,3,,,,,360000
True,Dhalia,P000237866,Tarxien,Penthouse,,,,3,,,,,315000
True,Dhalia,P000237854,Marsaxlokk,Penthouse,,,,2,,,,,320000
True,Dhalia,P000237852,Birzebbuga,Penthouse,,,,2,,,,,297000
True,Dhalia,P000237851,Ghaxaq,Flats,,,,3,,,,,290000
True,Dhalia,P000237850,Ghaxaq,Flats,,,,3,,,,,290000
True,Dhalia,P000237849,Birzebbuga,Flats,,,,3,,,,,207000
True,Dhalia,P000237848,Birzebbuga,Garage,,,,,,,,,190000
True,Dhalia,P000237847,Naxxar,House of Character,,,,3,,,,,955000
True,Dhalia,P000237845,Gozo Xaghra,Farmhouse,,,,3,,,,,635000
True,Dhalia,P000237844,Gozo Ix-Xewkija,Farmhouse,,,,3,,,,,398000
True,Dhalia,P000237843,Luqa,Flats,,,,1,,,,,204000
True,Dhalia,P000237842,Qawra,Gr Floor Maisonette,,,,2,,,,,295000
True,Dhalia,P000237841,Gozo Ix-Xewkija,Farmhouse,,,,4,,,,,358000
True,Dhalia,P000237840,Gozo Ix-Xewkija,Farmhouse,,,,4,,,,,298000
True,Dhalia,P000237837,Safi,Penthouse,,,,3,,,,,345000
True,Dhalia,P000237835,Zejtun,1st Floor Maisonette,,,,3,,,,,339000
True,Dhalia,P000237834,Msida,Flats,,,,2,,,,,190000
True,Dhalia,P000237832,Gozo L-Gharb,Penthouse,,,,2,,,,,300000
True,Dhalia,P000237831,San Gwann,Penthouse,,,,3,,,,,689000
True,Dhalia,P000237829,Cospicua,Townhouse,,,,3,,,,,350000
True,Dhalia,P000237827,Gozo Ir-Rabat,House of Character,,,,3,,,,,380000
True,Dhalia,P000237825,Santa Venera,Flats,,,,1,,,,,225000
True,Dhalia,P000237823,Santa Venera,Flats,,,,2,,,,,255000
True,Dhalia,P000237821,Santa Venera,Flats,,,,2,,,,,255000
True,Dhalia,P000237819,Santa Venera,Flats,,,,2,,,,,230000
True,Dhalia,P000237817,Santa Venera,Flats,,,,2,,,,,230000
True,Dhalia,P000237815,Santa Venera,Flats,,,,2,,,,,230000
True,Dhalia,P000237813,Mosta,Flats,,,,3,,,,,350000
True,Dhalia,P000237811,Santa Venera,Flats,,,,2,,,,,225000
True,Dhalia,P000237810,Santa Venera,Flats,,,,2,,,,,225000
True,Dhalia,P000237807,Santa Venera,Flats,,,,3,,,,,210000
True,Dhalia,P000237805,Santa Venera,Flats,,,,2,,,,,225000
True,Dhalia,P000237803,Santa Venera,Flats,,,,2,,,,,225000
True,Dhalia,P000237800,Santa Venera,Flats,,,,3,,,,,210000
True,Dhalia,P000237798,Sliema,Flats,,,,2,,,,,1050000
True,Dhalia,P000237797,Santa Venera,Flats,,,,2,,,,,245000
True,Dhalia,P000237795,Santa Venera,Flats,,,,2,,,,,245000
True,Dhalia,P000237794,Santa Venera,Flats,,,,2,,,,,210000
True,Dhalia,P000237790,San Gwann,Penthouse,,,,3,,,,,480000
True,Dhalia,P000237787,San Gwann,Flats,,,,3,,,,,375000
True,Dhalia,P000237786,San Gwann,Flats,,,,3,,,,,365000
True,Dhalia,P000237784,San Gwann,Flats,,,,3,,,,,355000
True,Dhalia,P000237783,Zabbar,Penthouse,,,,2,,,,,215000
True,Dhalia,P000237780,Zabbar,Flats,,,,2,,,,,215000
True,Dhalia,P000237778,Zabbar,Flats,,,,2,,,,,215000
True,Dhalia,P000237777,Santa Venera,Duplex Penthouse,,,,2,,,,,360000
True,Dhalia,P000237776,Birkirkara,1st Floor Maisonette,,,,2,,,,,498000
True,Dhalia,P000237775,Floriana,Block of Flats,,,,8,,,,,1165000
True,Dhalia,P000237773,Rabat,Plot,,,,,,,,,350000
True,Dhalia,P000237772,Qawra,Penthouse,,,,1,,,,,205000
True,Dhalia,P000237768,Qawra,Flats,,,,2,,,,,245000
True,Dhalia,P000237762,Qawra,Flats,,,,2,,,,,247000
True,Dhalia,P000237758,Qawra,Flats,,,,2,,,,,236000
True,Dhalia,P000237755,Qawra,Flats,,,,2,,,,,225000
True,Dhalia,P000237749,Qawra,Flats,,,,2,,,,,227000
True,Dhalia,P000237743,Qawra,Flats,,,,2,,,,,225000
True,Dhalia,P000237740,Qawra,Flats,,,,2,,,,,200000
True,Dhalia,P000237738,Mellieha,Detached Villa,,,,9,,,,,3720000
True,Dhalia,P000237735,Valletta,Penthouse,,,,2,,,,,1800000
True,Dhalia,P000237734,Mellieha,Penthouse,,,,3,,,,,1060000
True,Dhalia,P000237733,Hamrun,Flats,,,,2,,,,,180000
True,Dhalia,P000237732,Hamrun,Townhouse,,,,4,,,,,424000
True,Dhalia,P000237729,St Julians,Flats,,,,2,,,,,350000
